"","group","time_in_serie","length","length_rel","direction","environment","scale"
"620",2,3,64.53681,0.22,12.53,49.87,100
"621",2,3,27.166155,0.09,6.34,51.73,100
"622",2,3,40.804413,0.14,72.9,46.13,100
"623",2,3,52.611786,0.18,8.75,53.05,100
"624",2,3,36.124783,0.12,48.37,49.19,100
"625",2,3,61.854668,0.21,55.54,52.85,100
"626",2,3,20.09975,0.07,84.29,49.37,100
"627",2,3,50.447994,0.17,39.37,52.98,100
"628",2,3,21.470911,0.07,27.76,54.62,100
"629",2,3,17.262676,0.06,10.01,58.62,100
"630",2,3,40.311287,0.14,46.01,55.49,100
"631",2,3,25.298222,0.08,18.43,55.62,100
"632",2,3,71.11962,0.24,27.65,55.03,100
"633",2,3,26.925823,0.09,68.2,60.02,100
"634",2,3,19.235384,0.06,81.03,61,100
"635",2,3,34.828148,0.12,50.83,53.12,100
"636",2,3,31.38471,0.11,59.35,47.89,100
"637",2,3,20.396078,0.07,78.69,45.46,100
"638",2,3,32.75668,0.11,12.34,60.46,100
"639",2,3,21.189621,0.07,19.29,62.92,100
"640",2,4,47.518417,0.16,8.47,19.15,100
"641",2,4,59.908264,0.2,14.5,42.24,100
"642",2,4,31.06445,0.1,33.18,56.35,100
"643",2,4,46.615448,0.16,22.71,48.68,100
"644",2,4,91.78235,0.31,11.31,49.63,100
"645",2,4,56.648037,0.19,20.67,50.65,100
"646",2,4,73.33485,0.25,5.48,43.86,100
"647",2,4,23.600847,0.08,53.62,55.99,100
"648",2,4,17.720045,0.06,73.61,58.65,100
"649",2,4,23.409399,0.08,19.98,49.57,100
"650",2,4,47.169907,0.16,32.01,60.75,100
"651",2,4,18.027756,0.06,70.56,54.59,100
"652",2,4,27.58623,0.09,46.47,56.28,100
"653",2,4,24.351591,0.08,19.18,51.91,100
"654",2,4,27.658634,0.09,12.53,50.04,100
"655",2,4,18.601076,0.06,53.75,47.16,100
"656",2,4,18.027756,0.06,56.31,44.91,100
"657",2,4,19.235384,0.06,62.1,41.63,100
"658",2,4,21.400934,0.07,52.59,51.23,100
"659",2,4,126.625435,0.43,24.74,54.73,100
"660",2,5,40.311287,0.14,7.13,13.5,100
"661",2,5,95.71834,0.32,32.2,27.52,100
"662",2,5,36.71512,0.12,29.36,29.56,100
"663",2,5,31.575306,0.11,10.95,33.57,100
"664",2,5,38.832977,0.13,34.51,39.87,100
"665",2,5,27.202942,0.09,36.03,45.8,100
"666",2,5,57.428215,0.19,7,43.79,100
"667",2,5,45.486263,0.15,33.34,41.66,100
"668",2,5,36.67424,0.12,11,45.03,100
"669",2,5,72.691124,0.24,7.91,41.07,100
"670",2,5,23.086792,0.08,17.65,44.55,100
"671",2,5,42.544094,0.14,23.55,43.46,100
"672",2,5,40.4475,0.14,8.53,32.72,100
"673",2,5,22.090721,0.07,5.19,43.88,100
"674",2,5,85,0.29,28.07,38.57,100
"675",2,5,27.45906,0.09,10.49,48.54,100
"676",2,5,26.476404,0.09,10.89,48.21,100
"677",2,5,21.095022,0.07,5.44,37.86,100
"678",2,5,179.32373,0.6,17.53,46.2,100
"679",2,5,24.083189,0.08,48.37,42.67,100
"680",2,5,46.173584,0.16,4.97,43.75,100
"681",2,5,30.870699,0.1,24.9,34.69,100
"682",2,5,97.984695,0.33,14.18,53.4,100
"683",2,5,27.45906,0.09,10.49,48.77,100
"684",2,5,30.083218,0.1,15.42,42.72,100
"685",2,5,22.472204,0.08,32.28,48.59,100
"686",2,5,31.016125,0.1,20.77,45.41,100
"687",2,5,86.34813,0.29,13.39,50.42,100
"688",2,5,50,0.17,16.26,44.65,100
"689",2,5,58.24088,0.2,15.95,50.27,100
"690",2,5,50,0.17,16.26,46.64,100
"691",2,5,39.962482,0.13,31.7,35.56,100
"692",2,5,19.646883,0.07,14.74,50.03,100
"693",2,5,42.047592,0.14,2.73,51.23,100
"694",2,5,49.67897,0.17,49.9,53.37,100
"695",2,5,46.957428,0.16,26.57,50.75,100
"696",2,5,26.832815,0.09,63.43,47.22,100
"697",2,5,21.023796,0.07,25.35,50.16,100
"698",2,5,84.5281,0.28,10.91,45.05,100
"699",2,5,55.027267,0.18,19.09,49.75,100
"700",2,5,64.884514,0.22,28.54,59.03,100
"701",2,5,63.97656,0.21,24.96,51.05,100
"702",2,5,27.294687,0.09,28.44,57.01,100
"703",2,5,22.36068,0.08,63.43,59.13,100
"704",2,5,33.970577,0.11,47.39,47.23,100
"705",2,5,43.27817,0.15,40.31,54.24,100
"706",2,5,18.027756,0.06,19.44,53.76,100
"707",2,5,56.435802,0.19,7.13,49.1,100
"708",2,5,19.924858,0.07,17.53,51.73,100
"709",2,5,54.20332,0.18,60.12,44.24,100
"710",2,5,54.120235,0.18,27.51,48.88,100
"711",2,5,19.235384,0.06,8.97,46.58,100
"712",2,5,21.213203,0.07,8.13,46.98,100
"713",2,5,21.189621,0.07,70.71,40.43,100
"714",2,5,50.119858,0.17,28.61,40.91,100
"715",2,5,22.135944,0.07,18.43,44.56,100
"716",2,5,50.990196,0.17,64.44,57.76,100
"717",2,5,52.3259,0.18,45,53.24,100
"718",2,5,27.58623,0.09,46.47,51.62,100
"719",2,5,20.248457,0.07,69.78,47.91,100
"720",2,5,82.20097,0.28,9.81,57.68,100
"721",2,5,62.39391,0.21,6.44,56.21,100
"722",2,6,32.140316,0.11,5.36,14.24,100
"723",2,6,67.20863,0.23,46.81,44.44,100
"724",2,6,66.068146,0.22,39.47,57.46,100
"725",2,6,29.681644,0.1,32.62,48.86,100
"726",2,6,68.8186,0.23,35.54,50.05,100
"727",2,6,96.938126,0.33,47.09,55.31,100
"728",2,6,44.294468,0.15,28.3,55.11,100
"729",2,6,62.297672,0.21,18.73,57.7,100
"730",2,6,77.62087,0.26,14.93,44.22,100
"731",2,6,31.764761,0.11,28.18,55.86,100
"732",2,6,43.68066,0.15,15.95,52.34,100
"733",2,6,36.221542,0.12,6.34,57.15,100
"734",2,6,55.081757,0.19,15.8,56.76,100
"735",2,6,31.890438,0.11,48.81,52.11,100
"736",2,6,65,0.22,14.25,49.16,100
"737",2,6,75.802376,0.25,8.34,51.69,100
"738",2,6,67.72001,0.23,16.29,51.6,100
"739",2,6,80.21222,0.27,54.13,52.33,100
"740",2,6,65.551506,0.22,21.48,55.24,100
"741",2,6,37.65634,0.13,10.71,49.94,100
"742",2,6,49.396355,0.17,21.37,42.68,100
"743",2,6,32.75668,0.11,31.26,41,100
"744",2,6,25,0.08,36.87,41.8,100
"745",2,6,22.472204,0.08,20.85,48.89,100
"746",2,6,55.226807,0.19,42.06,56.42,100
"747",2,6,62.201286,0.21,36.5,53.47,100
"748",2,6,50.219517,0.17,12.65,51.37,100
"749",2,6,37.802116,0.13,37.48,48.97,100
"750",2,6,61.522354,0.21,45.66,57.92,100
"751",2,6,45.276924,0.15,43.21,54.96,100
"752",2,6,40.60788,0.14,52,59.16,100
"753",2,6,50.96077,0.17,15.95,55.61,100
"754",2,6,88.20431,0.3,3.9,52.25,100
"755",2,7,62.968246,0.21,43.07,49.65,100
"756",2,7,49.648766,0.17,62.4,63.64,100
"757",2,7,35.22783,0.12,6.52,58.54,100
"758",2,7,48.373547,0.16,7.13,59.16,100
"759",2,7,20,0.07,53.13,56.18,100
"760",2,7,20.615528,0.07,39.09,53.47,100
"761",2,7,44.72136,0.15,63.43,56.99,100
"762",2,7,99.744675,0.34,25.54,62.29,100
"763",2,7,83.19255,0.28,25.64,57.43,100
"764",2,7,32.695564,0.11,66.57,56.74,100
"765",2,7,87.658424,0.29,27.15,56.57,100
"766",2,7,20.518284,0.07,43.03,47.05,100
"767",2,7,96.26006,0.32,34.85,56.09,100
"768",2,7,53.600372,0.18,14.04,46.37,100
"769",2,7,26.24881,0.09,17.74,51.85,100
"770",2,7,20.22375,0.07,8.53,53.44,100
"771",2,7,57.48913,0.19,49.94,55.21,100
"772",2,7,93.770996,0.32,7.35,50.5,100
"773",2,7,25.632011,0.09,20.56,60.93,100
"774",2,7,21.189621,0.07,19.29,47.73,100
"775",2,7,47.201694,0.16,36.38,55.65,100
"776",2,7,35.22783,0.12,34.59,53.95,100
"777",2,7,27.45906,0.09,33.11,57.76,100
"778",2,7,32.449963,0.11,33.69,58.66,100
"779",2,7,21.400934,0.07,52.59,58.67,100
"780",2,7,73.78347,0.25,32.83,66.15,100
"781",2,7,26.832815,0.09,63.43,56.74,100
"782",2,7,31.38471,0.11,30.65,61.12,100
"783",2,7,60.53924,0.2,30.8,61.3,100
"784",2,7,64.381676,0.22,46.89,60.34,100
"785",2,7,43.416588,0.15,61.07,65.99,100
"786",2,7,39.319206,0.13,7.31,61.36,100
"787",2,7,47.507893,0.16,59.66,57.47,100
"788",2,7,23.086792,0.08,17.65,62.85,100
"789",2,7,26.076809,0.09,32.47,62.39,100
"790",2,7,35.22783,0.12,6.52,67.27,100
"791",2,8,47.38143,0.16,7.27,17.8,100
"792",2,8,25.179358,0.08,6.84,19.64,100
"793",2,8,20.615528,0.07,22.83,5.66,100
"794",2,8,18.973665,0.06,18.43,15.93,100
"795",2,8,122.33152,0.41,4.22,43.81,100
"796",2,8,51.24451,0.17,5.6,25.74,100
"797",2,8,62.26556,0.21,29.86,35.9,100
"798",2,8,31.04835,0.1,14.93,32.88,100
"799",2,8,19.416489,0.07,11.89,39.97,100
"800",2,8,35.17101,0.12,14.83,44.48,100
"801",2,8,40.22437,0.14,55.12,42.74,100
"802",2,8,17.117243,0.06,6.71,47.63,100
"803",2,8,29.832869,0.1,13.57,49.77,100
"804",2,8,47.201694,0.16,53.62,42.19,100
"805",2,8,50.219517,0.17,12.65,47.5,100
"806",2,8,91.21951,0.31,12.67,57.33,100
"807",2,8,55.65968,0.19,17.78,45.31,100
"808",2,8,23.194826,0.08,7.43,43.51,100
"809",2,8,72.780495,0.24,12.7,47.59,100
"810",2,8,28.460499,0.1,18.43,47.43,100
"811",2,8,41.484936,0.14,15.38,46.17,100
"812",2,8,99.62429,0.33,19.34,48.24,100
"813",2,8,42.059483,0.14,28.39,36.77,100
"814",2,8,27.45906,0.09,10.49,50.78,100
"815",2,8,19.235384,0.06,27.9,53.58,100
"816",2,8,65.802734,0.22,16.78,51.07,100
"817",2,8,25.495098,0.09,25.56,47.22,100
"818",2,8,30.805843,0.1,13.13,50.88,100
"819",2,8,25.942244,0.09,27.55,49.09,100
"820",2,8,34.48188,0.12,29.54,39.09,100
"821",2,8,40.24922,0.14,26.57,50.21,100
"822",2,8,28.442924,0.1,10.12,48.96,100
"823",2,8,18.384777,0.06,45,54.77,100
"824",2,8,31.780497,0.11,24.15,52.22,100
"825",2,8,34.539833,0.12,22.11,51.55,100
"826",2,8,111.40018,0.37,16.16,54.94,100
"827",2,8,33.734257,0.11,11.98,53.27,100
"828",2,8,18.681541,0.06,15.52,53.36,100
"829",2,8,16.643316,0.06,32.74,53.36,100
"830",2,8,45.17743,0.15,27.7,55.38,100
"831",2,8,47.296936,0.16,13.45,46.63,100
"832",2,8,17.117243,0.06,6.71,52.81,100
"833",2,8,75.00667,0.25,47.16,46.75,100
"834",2,8,35.846897,0.12,30.14,60.67,100
"835",2,8,29.732138,0.1,19.65,50.4,100
"836",2,8,22.561028,0.08,12.8,49.23,100
"837",2,8,138.07968,0.46,12.12,56.78,100
"838",2,8,21.023796,0.07,64.65,52.58,100
"839",2,8,32.80244,0.11,37.57,56.13,100
"840",2,8,46.389652,0.16,7.43,51.32,100
"841",2,8,77.46612,0.26,11.16,52.73,100
"842",2,8,65.14599,0.22,17.88,57.05,100
"843",2,8,87.23531,0.29,25.1,58.78,100
"844",2,8,28.79236,0.1,20.32,52.71,100
"845",2,8,52.009613,0.17,52.03,58.35,100
"846",2,8,23.345236,0.08,9.87,48.01,100
"847",2,8,41.18252,0.14,29.05,53.27,100
"848",2,8,45.88028,0.15,20.41,57.05,100
"849",2,8,50.606323,0.17,29.6,54.24,100
"850",2,8,90.27181,0.3,4.45,52.8,100
"851",2,8,24.351591,0.08,19.18,48.41,100
"852",2,8,43.32436,0.15,18.85,50.09,100
"853",2,8,57.45433,0.19,31.48,58.24,100
"854",2,8,34.48188,0.12,29.54,55.17,100
"855",2,8,16.492422,0.06,14.04,49.62,100
"856",2,8,50.159744,0.17,23.5,43.98,100
"857",2,8,30.232433,0.1,34.22,53.74,100
"858",2,8,28.635643,0.1,12.09,49.61,100
"859",2,8,98.9798,0.33,18.25,54.21,100
"860",2,8,36.67424,0.12,11,49.94,100
"861",2,8,85,0.29,8.8,57.66,100
"862",2,8,18.35756,0.06,29.36,45.21,100
"863",2,8,42.579338,0.14,9.46,48.33,100
"864",2,8,93.03763,0.31,25.46,54.6,100
"865",2,8,17.029387,0.06,49.76,46.44,100
"866",2,8,20.396078,0.07,11.31,47.91,100
"867",2,8,22.135944,0.07,18.43,46.49,100
"868",2,8,17.804493,0.06,51.84,62.01,100
"869",2,8,38.832977,0.13,11.89,46.71,100
"870",2,8,81.32035,0.27,16.43,56.2,100
"871",2,8,42.047592,0.14,25.35,56.29,100
"872",2,8,55.362442,0.19,20.07,47.13,100
"873",2,8,59.48109,0.2,27,57.23,100
"874",2,8,65.192024,0.22,4.4,48.06,100
"875",2,8,17.464249,0.06,13.24,55.8,100
"876",2,8,20.615528,0.07,39.09,53.38,100
"877",2,8,29.068884,0.1,63.43,49.8,100
"878",2,8,24.166092,0.08,24.44,62.18,100
"879",2,8,43.737854,0.15,10.54,51.43,100
"880",2,8,18.788294,0.06,25.2,62.23,100
"881",2,8,26.400757,0.09,37.3,59.58,100
"882",2,8,20.518284,0.07,43.03,54.72,100
"883",2,8,24.5153,0.08,11.77,56.54,100
"884",2,8,46.75468,0.16,41.53,56.15,100
"885",2,8,43.382023,0.15,64.03,57.17,100
"886",2,8,26.24881,0.09,17.74,56.66,100
"887",2,8,21.400934,0.07,52.59,59.34,100
"888",2,8,47.707443,0.16,33.02,56.56,100
"889",2,8,17.888544,0.06,63.43,56.63,100
"890",2,8,17.464249,0.06,13.24,56.91,100
"891",2,8,25.079872,0.08,23.5,56.15,100
"892",2,9,20.12461,0.07,26.57,22.22,100
"893",2,9,15.297058,0.05,11.31,45.52,100
"894",2,9,15.132746,0.05,7.59,44.82,100
"895",2,9,17.088007,0.06,20.56,50.27,100
"896",2,9,73.552704,0.25,7.03,52.94,100
"897",2,9,41.109608,0.14,41.05,53.24,100
"898",2,9,26.400757,0.09,52.7,54.59,100
"899",2,9,16.124516,0.05,7.13,57.79,100
"900",2,9,17.691807,0.06,42.71,53.02,100
"901",2,9,32.01562,0.11,75.53,57.5,100
"902",2,9,53.851646,0.18,58.67,45.57,100
"903",2,9,64.77654,0.22,8.88,60.25,100
"904",2,9,58.5235,0.2,56.85,65.63,100
"905",2,9,19.235384,0.06,27.9,51.59,100
"906",2,9,52.63079,0.18,38.83,63.24,100
"907",2,9,58.59181,0.2,27.44,56.7,100
"908",2,9,16.763054,0.06,17.35,59.05,100
"909",2,9,50,0.17,16.26,53.75,100
"910",2,9,56.859474,0.19,23.86,46.64,100
"911",2,9,29.529646,0.1,28.3,53.1,100
"912",2,9,26.24881,0.09,40.36,46.83,100
"913",2,9,18.248287,0.06,9.46,49.27,100
"914",2,9,55.9017,0.19,10.3,57.93,100
"915",2,9,49.658836,0.17,25.02,59.98,100
"916",2,9,115.316956,0.39,11.5,57.75,100
"917",2,9,60.41523,0.2,24.44,56.56,100
"918",2,9,53.235325,0.18,28.01,59.61,100
"919",2,9,28.319605,0.1,42.14,44,100
"920",2,9,33.24154,0.11,15.71,56.43,100
"921",2,9,20.880613,0.07,16.7,58.82,100
"922",2,9,46.32494,0.16,32.66,59.71,100
"923",2,9,23.43075,0.08,50.19,55.96,100
"924",2,9,29.681644,0.1,32.62,57.53,100
"925",2,9,104.307236,0.35,32.47,58.94,100
"926",2,9,39.39543,0.13,23.96,58.62,100
"927",2,9,42.755116,0.14,10.78,58.16,100
"928",2,9,25.612497,0.09,51.34,56.54,100
"929",2,9,37.64306,0.13,39.61,52.93,100
"930",2,9,36.05551,0.12,33.69,55.52,100
"931",2,9,34.058773,0.11,40.24,54.01,100
"932",2,9,21.023796,0.07,25.35,59.22,100
"933",2,10,24.04163,0.08,16.93,36.73,100
"934",2,10,26.907248,0.09,48.01,41.98,100
"935",2,10,22.671568,0.08,48.58,43.81,100
"936",2,10,52.49762,0.18,40.36,45.85,100
"937",2,10,25.495098,0.09,41.82,58.62,100
"938",2,10,52.924473,0.18,22.2,46.96,100
"939",2,10,65,0.22,30.51,59.4,100
"940",2,10,66.6033,0.22,41.35,55.21,100
"941",2,10,15.6205,0.05,39.81,47.24,100
"942",2,10,62.369865,0.21,12.03,60.11,100
"943",2,10,58.5235,0.2,16.89,50.21,100
"944",2,10,30.083218,0.1,15.42,52,100
"945",2,10,26.24881,0.09,49.64,41.75,100
"946",2,10,83.00603,0.28,36.18,52.51,100
"947",2,10,40.496914,0.14,57.09,49.58,100
"948",2,10,38.078865,0.13,66.8,41.87,100
